filename,Description,Sample_ID_for_Data_Sharing_and_Public_Release,Tissue,Hippocampus Group
GTEX-X4XX-0011-R6b-SM-AFUOI.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R6b-SM-AFUOI,Brain - Nucleus accumbens (basal ganglia),
GTEX-X4XX-0011-R6b-SM-AFUOI.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R6b-SM-AFUOI,Brain - Nucleus accumbens (basal ganglia),
GTEX-X4XX-0011-R6b-SM-AFUOI.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-X4XX-0011-R6b-SM-AFUOI,Brain - Nucleus accumbens (basal ganglia),
GTEX-X4XX-0011-R6b-SM-AFUOI.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-X4XX-0011-R6b-SM-AFUOI,Brain - Nucleus accumbens (basal ganglia),
GTEX-X4XX-0011-R6b-SM-AFUOI.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-X4XX-0011-R6b-SM-AFUOI,Brain - Nucleus accumbens (basal ganglia),
GTEX-X4XX-0011-R6b-SM-AFUOI.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-X4XX-0011-R6b-SM-AFUOI,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZE7O-0011-R6a-SM-AFUL7.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R6a-SM-AFUL7,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-ZVT3-0011-R6a-SM-AFUP8.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-ZVT3-0011-R6a-SM-AFUP8,Brain - Nucleus accumbens (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-11WQC-0011-R7b-SM-AFUIZ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R7b-SM-AFUIZ,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12WSC-0011-R7b-SM-AFUM2.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R7b-SM-AFUM2,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-12ZZY-0011-R7a-SM-AFUMB.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R7a-SM-AFUMB,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-139TS-0011-R7a-SM-AFUJI.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R7a-SM-AFUJI,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FHP-0011-R7b-SM-AFUML.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R7b-SM-AFUML,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13FXS-0011-R7a-SM-AFUJP.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R7a-SM-AFUJP,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13G51-0011-R7b-SM-AFUJV.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13G51-0011-R7b-SM-AFUJV,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13JUV-0011-R7b-SM-AFUK3.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R7b-SM-AFUK3,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13N2G-0011-R7a-SM-AFUKA.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R7a-SM-AFUKA,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-13O3Q-0011-R7a-SM-AFUKT.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R7a-SM-AFUKT,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-QDT8-0011-R7a-SM-AFUNQ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-QDT8-0011-R7a-SM-AFUNQ,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-RU72-0011-R7a-SM-AFUOB.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-RU72-0011-R7a-SM-AFUOB,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-WZTO-0011-R7b-SM-AFUON.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-WZTO-0011-R7b-SM-AFUON,Brain - Putamen (basal ganglia),
GTEX-ZE7O-0011-R7a-SM-AFUL8.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-ZE7O-0011-R7a-SM-AFUL8,Brain - Putamen (basal ganglia),
GTEX-ZE7O-0011-R7a-SM-AFUL8.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-ZE7O-0011-R7a-SM-AFUL8,Brain - Putamen (basal ganglia),
